Map,Query Number,Time,Distance,Path Length
w_sundermount,0,1.20840000,6.32455532,2
w_sundermount,1,0.57500000,5.00000000,2
w_sundermount,2,0.62500000,4.47213595,2
w_sundermount,3,0.44160000,6.08276253,2
w_sundermount,4,0.54960000,7.21110255,2
w_sundermount,5,0.52480000,4.47213595,2
w_sundermount,6,0.55820000,4.24264069,2
w_sundermount,7,0.74180000,7.21110255,2
w_sundermount,8,0.56680000,5.38516481,2
w_sundermount,9,0.47480000,5.09901951,2
w_sundermount,10,0.63340000,10.19803903,2
w_sundermount,11,0.55840000,9.43398113,2
w_sundermount,12,0.80000000,8.06225775,2
w_sundermount,13,0.61680000,10.44030651,2
w_sundermount,14,0.53340000,7.81024968,2
w_sundermount,15,0.51660000,10.04987562,2
w_sundermount,16,0.65840000,10.19803903,2
w_sundermount,17,0.60840000,9.21954446,2
w_sundermount,18,0.59200000,8.54400375,2
w_sundermount,19,0.57540000,7.61577311,2
w_sundermount,20,0.61680000,12.16552506,2
w_sundermount,21,0.49160000,14.86606875,2
w_sundermount,22,0.44140000,13.60147051,2
w_sundermount,23,0.39160000,14.03566885,2
w_sundermount,24,0.53300000,12.16552506,2
w_sundermount,25,0.80820000,11.18033989,2
w_sundermount,26,0.59160000,12.64911064,2
w_sundermount,27,0.76660000,13.00000000,2
w_sundermount,28,0.37500000,12.16552506,2
w_sundermount,29,0.74180000,14.14213562,2
w_sundermount,30,0.65020000,17.69180601,2
w_sundermount,31,0.92500000,19.79898987,2
w_sundermount,32,0.72500000,15.52417470,2
w_sundermount,33,0.70820000,17.20465053,2
w_sundermount,34,0.39160000,16.03121954,2
w_sundermount,35,0.54980000,17.08800749,2
w_sundermount,36,0.75820000,16.00000000,2
w_sundermount,37,0.62480000,17.20465053,2
w_sundermount,38,0.54180000,17.69180601,2
w_sundermount,39,4.10840000,16.93335530,4
w_sundermount,40,0.66660000,18.86796226,2
w_sundermount,41,0.80000000,23.08679276,2
w_sundermount,42,2.94180000,22.10436419,3
w_sundermount,43,0.78320000,18.97366596,2
w_sundermount,44,0.46660000,19.23538406,2
w_sundermount,45,0.66660000,21.63330765,2
w_sundermount,46,0.70820000,20.61552813,2
w_sundermount,47,0.69980000,20.24845673,2
w_sundermount,48,0.50840000,23.34523506,2
w_sundermount,49,3.17460000,23.50496763,4
w_sundermount,50,0.66680000,24.83948470,2
w_sundermount,51,3.28380000,25.46424920,4
w_sundermount,52,0.70020000,23.43074903,2
w_sundermount,53,7.31680000,24.11060294,6
w_sundermount,54,0.88340000,26.24880950,2
w_sundermount,55,2.49160000,24.20399269,3
w_sundermount,56,0.50000000,24.73863375,2
w_sundermount,57,0.51660000,24.59674775,2
w_sundermount,58,0.79140000,23.32380758,2
w_sundermount,59,0.56640000,23.08679276,2
w_sundermount,60,0.76660000,29.00000000,2
w_sundermount,61,0.62500000,29.83286778,2
w_sundermount,62,0.64160000,27.45906044,2
w_sundermount,63,0.56660000,26.41968963,2
w_sundermount,64,0.62480000,31.06444913,2
w_sundermount,65,0.58340000,28.28427125,2
w_sundermount,66,0.83320000,26.41968963,2
w_sundermount,67,4.48300000,27.67627017,5
w_sundermount,68,4.38360000,26.16657962,3
w_sundermount,69,0.73320000,28.07133770,2
w_sundermount,70,2.81680000,33.85049263,5
w_sundermount,71,4.23320000,31.11918426,3
w_sundermount,72,0.74160000,33.00000000,2
w_sundermount,73,0.61660000,31.95309062,2
w_sundermount,74,0.84140000,32.75667871,2
